ts,open,high,low,close,volume
2022-01-01 00:00:00+00:00,99.8,100.5,99.2,100.0,1010.0
2022-01-02 00:00:00+00:00,99.9481930077555,100.65003373597973,99.34821302710252,100.14803286901034,1011.1947950437825
2022-01-03 00:00:00+00:00,100.09660915286467,100.79996978714595,99.49668922223725,100.29596885432818,1012.377906151286
2022-01-04 00:00:00+00:00,100.24515102912684,100.94971071541964,99.64533115516029,100.44371131867473,1013.5492332309291
2022-01-05 00:00:00+00:00,100.39372121107554,101.09915957534368,99.7940413603438,100.59116411675173,1014.7086895717562
2022-01-06 00:00:00+00:00,100.5422224999056,101.24822015828028,99.94272258291909,100.73823183911851,1015.8562018167817
2022-01-07 00:00:00+00:00,100.6905581676874,101.39679723407986,100.09127802291346,100.8848200535408,1016.9917099209246
2022-01-08 00:00:00+00:00,100.83863219903614,101.54479678939336,100.23961157694816,101.0308355429837,1018.1151670935885
2022-01-09 00:00:00+00:00,100.98634952941316,101.69212626181123,100.38762807657507,101.1761865394317,1019.2265397259705
2022-01-10 00:00:00+00:00,101.13361627925083,101.83869476902738,100.53523352244306,101.32078295273465,1020.3258073031948
2022-01-11 00:00:00+00:00,101.28033998310906,101.98441333224447,100.6823353135026,101.46453659369585,1021.4129623013837
2022-01-12 00:00:00+00:00,101.42642981309018,102.12919509305709,100.82884247047484,101.60736139063913,1022.4880100698005
2022-01-13 00:00:00+00:00,101.57179679576218,102.27295552307338,100.97466585283549,101.74917359871537,1023.55096869821
2022-01-14 00:00:00+00:00,101.71635402186376,102.41561262556087,101.11971836858676,101.88989200123474,1024.6018688696274
2022-01-15 00:00:00+00:00,101.86001684809317,102.55708712843153,101.2639151761194,102.02943810233937,1025.6407536986324
2022-01-16 00:00:00+00:00,102.00270309031185,102.69730266791193,101.40717387749572,102.1677363103627,1026.667678555454
2022-01-17 00:00:00+00:00,102.14433320752666,102.8361859622773,101.5494147025174,102.30471411125443,1027.68271087604
2022-01-18 00:00:00+00:00,102.28483047604796,102.97366697506432,101.69056068297536,102.44030223148594,1028.6859299583407
2022-01-19 00:00:00+00:00,102.42412115325902,103.10967906721524,101.83053781651712,102.57443478988897,1029.6774267450617
2022-01-20 00:00:00+00:00,102.56213463046886,103.24415913764507,101.96927521960352,102.70704943791925,1030.6573035931415
2022-01-21 00:00:00+00:00,102.6988035743624,103.37704775176526,102.10670526906901,102.83808748787904,1031.6256740302413
2022-01-22 00:00:00+00:00,102.83406405660342,103.50828925754074,102.24276373184064,102.96749402867496,1032.582662498534
2022-01-23 00:00:00+00:00,102.96785567118918,103.63783188870116,102.37738988241472,103.09521802873269,1033.5284040861081
2022-01-24 00:00:00+00:00,103.10012163920096,103.76562785477338,102.51052660773517,103.22121242573523,1034.4630442463026
2022-01-25 00:00:00+00:00,103.230808900641,103.89163341765007,102.64212049916439,103.34543420289997,1035.386738505318
2022-01-26 00:00:00+00:00,103.35986819309333,104.01580895445612,102.77212193128365,103.46784445155632,1036.2996521584466
2022-01-27 00:00:00+00:00,103.4872541169942,104.13811900652476,102.9004851273087,103.58840841983582,1037.2019599552914
2022-01-28 00:00:00+00:00,103.61292518734705,104.25853231434444,103.02716821095605,103.70709554733605,1038.093845774347
2022-01-29 00:00:00+00:00,103.73684387176581,104.37702183838745,103.15213324464271,103.8238794856694,1038.975502287334
2022-01-30 00:00:00+00:00,103.85897661478057,104.4935647657825,103.27534625395417,103.93873810485877,1039.8471306136837
2022-01-31 00:00:00+00:00,103.97929384838908,104.60814250284294,103.39677723836365,104.05165348559257,1040.7089399655906
2022-02-01 00:00:00+00:00,104.09776998888806,104.72074065351404,103.51640016823664,104.1626118974018,1041.56114728405
2022-02-02 00:00:00+00:00,104.21438342006726,104.83134898385194,103.63419296820338,104.27160376287263,1042.4039768663176
2022-02-03 00:00:00+00:00,104.32911646289922,104.9399613726974,103.75013748703253,104.37862360805725,1043.2376599852344
2022-02-04 00:00:00+00:00,104.44195533190602,105.04657574875677,103.86421945418702,104.4836699992957,1044.0624345008653
2022-02-05 00:00:00+00:00,104.55289007843257,105.15119401435042,103.97642842329151,104.58674546670899,1044.87854446492
2022-02-06 00:00:00+00:00,104.66191452110317,105.25382195613736,104.08675770278819,104.68785641467237,1045.6862397184193
2022-02-07 00:00:00+00:00,104.76902616378379,105.35446914317018,104.19520427410343,104.78701301962293,1046.485775483087
2022-02-08 00:00:00+00:00,104.87422610141793,105.45314881268037,104.30176869769274,104.88422911560178,1047.2774119469527
2022-02-09 00:00:00+00:00,104.97751891414678,105.54987774403723,104.40645500737493,104.97952206797396,1048.0614138446567
2022-02-10 00:00:00+00:00,105.07891255016695,105.65067603572105,104.50327067905371,105.07291263581203,1048.8380500329524
2022-02-11 00:00:00+00:00,105.17841819781815,105.75156075970065,104.59623270045392,105.1644248234687,1049.6075930619133
2022-02-12 00:00:00+00:00,105.27605014743281,105.85054250031716,104.68737073586716,105.25408572190294,1050.3703187423475
2022-02-13 00:00:00+00:00,105.37182564351501,105.94763796163596,104.7767142031125,105.34192534036012,1051.1265057099365
2022-02-14 00:00:00+00:00,105.46576472785044,106.04286665694589,104.86429525026908,105.42797642904083,1051.8764349866103
2022-02-15 00:00:00+00:00,105.55789007418171,106.13625074364619,104.95014857024134,105.5122742934249,1052.6203895396832
