ts,open,high,low,close,volume
2022-01-01 00:00:00+00:00,99.8,100.5,99.2,100.0,1010.0
2022-01-01 01:00:00+00:00,99.98100028248409,100.68338365495771,99.38103588338193,100.18071552599834,1011.5907323706806
2022-01-01 02:00:00+00:00,100.16233961566074,100.8665357587433,99.56248199390362,100.36120140058028,1013.1606258952156
2022-01-01 03:00:00+00:00,100.34378695615963,101.0492257998621,99.74410721216736,100.54122901065425,1014.7094590790434
2022-01-01 04:00:00+00:00,100.52511171842173,101.23122533983079,99.92568082596195,100.72057181343561,1016.2370526880586
2022-01-01 05:00:00+00:00,100.70608480554864,101.41230903386462,100.10697356120225,100.89900635578421,1017.7432695820156
2022-01-01 06:00:00+00:00,100.88647962584506,101.59225563269555,100.28775859859775,101.07631327467558,1019.2280144616096
2022-01-01 07:00:00+00:00,101.06607308890605,101.7708489594187,100.46781256990194,101.25227827270434,1020.6912335298521
2022-01-01 08:00:00+00:00,101.2446465752491,101.94787885542382,100.64691652774216,101.4266930626775,1022.13291406853
2022-01-01 09:00:00+00:00,101.42198687367376,102.12314208966563,100.82485688321272,101.59935627555221,1023.553083930719
2022-01-01 10:00:00+00:00,101.59788708075288,102.29644322575959,101.0014263056351,101.77007432620582,1024.9518109504852
2022-01-01 11:00:00+00:00,101.77214745711663,102.4675954416591,101.17642457914611,101.93866223179496,1026.32920227109
2022-01-01 12:00:00+00:00,101.94457623547892,102.63642129697155,101.34965941106366,102.10494437776202,1027.6854035931701
2022-01-01 13:00:00+00:00,102.11499037567923,102.80275344330407,101.52094718730261,102.26875522688087,1029.0205983445378
2022-01-01 14:00:00+00:00,102.28321626236273,102.9664352733926,101.69011367046357,102.4299399670963,1030.3350067734023
2022-01-01 15:00:00+00:00,102.44909034130156,103.12732150515767,101.85699463659714,102.58835509430169,1031.628884966973
2022-01-01 16:00:00+00:00,102.61245969076252,103.2852786972441,102.02143644704833,102.74386892661269,1032.9025237975557
2022-01-01 17:00:00+00:00,102.77318252475345,103.44018569303826,102.18329655221348,102.89636204713169,1034.1562477984078
2022-01-01 18:00:00+00:00,102.93112862542492,103.59193399061104,102.34244392448569,103.04572767265213,1035.3904139717554
2022-01-01 19:00:00+00:00,103.0861797023666,103.74042803650634,102.49875941812768,103.1918719462232,1036.6054105315204
2022-01-01 20:00:00+00:00,103.23822967701321,103.88558544177906,102.65213605428674,103.33471415197987,1037.8016555834367
2022-01-01 21:00:00+00:00,103.38718489086042,104.02733711918036,102.80247922985177,103.47418685113693,1038.9795957453625
2022-01-01 22:00:00+00:00,103.53296423668608,104.16562734089023,102.94970684934692,103.61023593854783,1040.139704710724
2022-01-01 23:00:00+00:00,103.67549921246832,104.30041371670083,103.09374937955347,103.7428206197326,1041.2824817581322
2022-01-02 00:00:00+00:00,103.81473389819253,104.43166709306071,103.23454982705098,103.87191330878585,1042.4084502103387
2022-01-02 01:00:00+00:00,103.95062485623481,104.55937137389111,103.37206363936507,103.99749944807701,1043.5181558457846
2022-01-02 02:00:00+00:00,104.08314095650137,104.68352326458312,103.50625853090055,104.11957725115198,1044.6121652661075
2022-01-02 03:00:00+00:00,104.21226312798558,104.80413194107078,103.63711423532128,104.23815737073244,1045.691064223055
2022-01-02 04:00:00+00:00,104.33798403887633,104.92121864635054,103.76462218650954,104.35326249418377,1046.7554559083358
2022-01-02 05:00:00+00:00,104.46030770780642,105.03481621727663,103.88878513069339,104.46492686928202,1047.8059592100171
2022-01-02 06:00:00+00:00,104.57924904927023,105.15102183062189,104.00356338705205,104.57319576355212,1048.8432069391492
2022-01-02 07:00:00+00:00,104.69483335665652,105.2684384678561,104.1104322644837,104.67812486086837,1049.8678440303474
2022-01-02 08:00:00+00:00,104.80709572673855,105.38248075962518,104.21407498148072,104.7797795994058,1050.8805257201304
2022-01-02 09:00:00+00:00,104.91608042983347,105.49319170891006,104.31456459880265,104.87823445540035,1051.8819157068451
2022-01-02 10:00:00+00:00,105.02184023018305,105.60062285083423,104.41198241632723,104.97357217751635,1052.872684296055
2022-01-02 11:00:00+00:00,105.12443566142156,105.70483352900673,104.50641716416717,105.06588297693179,1053.8535065352921
2022-01-02 12:00:00+00:00,105.22393426227354,105.80589013206732,104.59796415491378,105.15526367852739,1054.8250603421013
2022-01-02 13:00:00+00:00,105.32040977787109,105.9038652958225,104.68672440263668,105.24181683880956,1055.788024629307
2022-01-02 14:00:00+00:00,105.41394133228914,105.99883707657082,104.77280371447526,105.32564983640356,1056.743077431456
2022-01-02 15:00:00+00:00,105.50461257807076,106.09088810138832,104.85631176082606,105.40687394112203,1057.6908940363624
2022-01-02 16:00:00+00:00,105.59251082864913,106.18010470128073,104.9373611302617,105.48560336774504,1058.6321451256965
2022-01-02 17:00:00+00:00,105.67772617966888,106.26657603320432,105.01606637540681,105.56195432073814,1059.5674949285178
2022-01-02 18:00:00+00:00,105.76035062526745,106.35039319701555,105.09254305604875,105.63604403618702,1060.4975993916398
2022-01-02 19:00:00+00:00,105.84047717539235,106.43164835342515,105.16690678577066,105.70798982723684,1061.4231043706689
2022-01-02 20:00:00+00:00,105.9181989802097,106.51043384901129,105.23927228836493,105.7779081392958,1062.3446438455244
2022-01-02 21:00:00+00:00,105.99360846759593,106.5868413542835,105.30975247021614,105.84591362119207,1063.2628381641935
2022-01-02 22:00:00+00:00,106.06679649960303,106.66096102068708,105.37845751473132,105.91211821836346,1064.1782923184094
2022-01-02 23:00:00+00:00,106.13785155364862,106.73288066229925,105.44549400474828,105.97663029401122,1065.0915942548868
2022-01-03 00:00:00+00:00,106.20685893400419,106.80268496778963,105.51096407866552,106.03955378396219,1066.003313225663
2022-01-03 01:00:00+00:00,106.27390001894067,106.87045474800414,105.57496462581297,106.10098739075981,1066.9139981810224
2022-01-03 02:00:00+00:00,106.33905154864263,106.93626622428323,105.63758652632525,106.16102382224635,1067.824176208381
2022-01-03 03:00:00+00:00,106.4023849587189,107.0001903623419,105.69891394048474,106.21974907960454,1068.7343510204303
2022-01-03 04:00:00+00:00,106.46396576382496,107.06229225622671,105.75902365217831,106.27724179950363,1069.6450014957165
2022-01-03 05:00:00+00:00,106.5238529955687,107.122630566521,105.81798447075646,106.33357265463924,1070.5565802747399
2022-01-03 06:00:00+00:00,106.5820986985007,107.18125701659929,105.8758566952016,106.38880381657503,1071.4695124145355
2022-01-03 07:00:00+00:00,106.63874748759586,107.2382159503377,105.93269164410573,106.44298848438689,1072.3841941045778
2022-01-03 08:00:00+00:00,106.69383617021484,107.29354395426832,105.98853125452693,106.49617048218064,1073.3009914467207
2022-01-03 09:00:00+00:00,106.74739343509816,107.3472695467306,106.04340775234652,106.54838392810554,1074.2202393017608
2022-01-03 10:00:00+00:00,106.79943961049149,107.39941293611795,106.09734339628106,106.59965297701886,1075.142240205066
2022-01-03 11:00:00+00:00,106.84998649303408,107.44998584985153,106.15035029722429,106.64999163847793,1076.0672633535667
2022-01-03 12:00:00+00:00,106.8990372485648,107.49899143523551,106.20243031410371,106.69940367124465,1076.9955436662715
